Name	Coefficient	Coefficient_std_error	Coefficient_P_value
mousebrain-zeisel2018__TEINH6	0.39537840602066715	0.10363482328925615	6.834494689139759e-05
mousebrain-zeisel2018__TEINH10	0.2909466097994961	0.07679641958185475	7.607456556399163e-05
mousebrain-zeisel2018__HBGLU7	0.26543622054929905	0.07055096065707675	8.450129102214686e-05
mousebrain-zeisel2018__DEINH2	0.33303721491487337	0.08999169238809934	0.00010787965332564749
mousebrain-zeisel2018__OBINH2	0.2812092977046974	0.07638384097864948	0.00011634316052263615
mousebrain-zeisel2018__HBGLU8	0.34333156087131544	0.09406865790935087	0.00013168736089698663
mousebrain-zeisel2018__MSN5	0.30429796884658383	0.08339342448853625	0.00013212502285609007
mousebrain-zeisel2018__MEGLU11	0.2970730092432747	0.08152298745525265	0.00013466750494637664
mousebrain-zeisel2018__MEINH10	0.26434118895638625	0.07329954831398226	0.00015581341459025807
mousebrain-zeisel2018__OBNBL2	0.3308751357521272	0.09234689955613012	0.00017042233745865704
mousebrain-zeisel2018__MEGLU7	0.31275629124229287	0.08805882137939633	0.00019200472894255227
mousebrain-zeisel2018__TEINH8	0.38399970879917844	0.10846387992746398	0.00020043119119790586
mousebrain-zeisel2018__HBCHO4	0.31218253835040527	0.08956738091891289	0.00024638674241931615
mousebrain-zeisel2018__DEGLU5	0.2938775074906553	0.08465166586449023	0.00025943257349987664
mousebrain-zeisel2018__MEGLU4	0.305481160235907	0.08833308929918227	0.0002725964976779458
mousebrain-zeisel2018__TEGLU6	0.26523851417054667	0.07676785648240456	0.0002758644139910029
mousebrain-zeisel2018__HBSER2	0.28097704528691864	0.0815594419359084	0.0002862810791882448
mousebrain-zeisel2018__TEINH7	0.34766691666966637	0.1022812933642932	0.00033892473950108027
mousebrain-zeisel2018__MEGLU14	0.33361602487374015	0.09911042104382656	0.00038218529547918767
mousebrain-zeisel2018__MEGLU5	0.2662160788229269	0.0794035457208832	0.0004011706320996003
mousebrain-zeisel2018__MEINH11	0.3730634453089198	0.11307862462471419	0.0004860648854353771
mousebrain-zeisel2018__MEGLU1	0.2588086290014887	0.07862873554383591	0.0004994228186875296
mousebrain-zeisel2018__TEINH4	0.29591033478256895	0.09053982856870874	0.000542266185698243
mousebrain-zeisel2018__OBDOP2	0.3098683569021547	0.09481140304075396	0.0005423210805910127
mousebrain-zeisel2018__OBINH3	0.27828587366426877	0.08757356114329791	0.0007437100405778605
mousebrain-zeisel2018__SCINH3	0.34425226343205295	0.10859450680818583	0.0007636041355774083
mousebrain-zeisel2018__HBINH2	0.28716765826277396	0.09294044795909337	0.0010033545167711275
mousebrain-zeisel2018__HBCHO3	0.23440437075301532	0.07709789592308118	0.001183649128037284
mousebrain-zeisel2018__MSN4	0.21336456868322928	0.07044151087391073	0.001229155807878215
mousebrain-zeisel2018__TEINH3	0.3018189335211542	0.09989058202055259	0.0012598544570711692
mousebrain-zeisel2018__HBSER4	0.23263997773953207	0.07932281887183312	0.0016821076666461254
mousebrain-zeisel2018__TEGLU16	0.2442501261618359	0.083405380583604	0.0017058422733429472
mousebrain-zeisel2018__MEINH9	0.23880104809626768	0.08178691624100787	0.0017540200618547284
mousebrain-zeisel2018__DGGRC1	0.22027095722421486	0.07655781050673752	0.002009149771590141
mousebrain-zeisel2018__SCINH2	0.3183264944426599	0.11073247333831347	0.002024794844362586
mousebrain-zeisel2018__ENT9	0.19483136534030143	0.06795256385993233	0.002073823207236928
mousebrain-zeisel2018__MEINH3	0.23171137966083907	0.08135884520153333	0.002202741349251719
mousebrain-zeisel2018__HBGLU2	0.21615484098326987	0.07607161037660493	0.0022484883486009796
mousebrain-zeisel2018__OBNBL3	0.23092223893477856	0.08182708175411335	0.002388960336678797
mousebrain-zeisel2018__HBINH8	0.29771638921932203	0.10599200754901641	0.002489232899460032
mousebrain-zeisel2018__MEINH4	0.2616680905329883	0.09428502607346212	0.002761197845696002
mousebrain-zeisel2018__HBINH7	0.26347399975046293	0.09534247676701862	0.0028633380292607384
mousebrain-zeisel2018__SZNBL	0.18873438301514128	0.06830945830009093	0.0028678688511170392
mousebrain-zeisel2018__MEGLU8	0.23778849608002703	0.08665402261183247	0.003037480064786624
mousebrain-zeisel2018__TEINH2	0.20863029803928743	0.0763079432867921	0.0031317773273112598
mousebrain-zeisel2018__DEINH5	0.2549176000661588	0.09540884420511198	0.0037760212080521307
mousebrain-zeisel2018__OBINH1	0.25772073893696046	0.09754866846059544	0.004125709772116423
mousebrain-zeisel2018__HBINH4	0.24798644195338138	0.094124499628269	0.004215533435930797
mousebrain-zeisel2018__MEGLU9	0.22344005634341416	0.08502570039383417	0.004300090241478193
mousebrain-zeisel2018__CBINH1	0.2287249326656321	0.08730259633043104	0.004402261519164801
mousebrain-zeisel2018__HBGLU3	0.22857802774536398	0.08839233206722667	0.0048604303975351495
mousebrain-zeisel2018__MEGLU2	0.21021819329214064	0.08144303345320271	0.004928220686005263
mousebrain-zeisel2018__SCINH5	0.2572046998860323	0.10024518609317405	0.005152569826996568
mousebrain-zeisel2018__MEINH6	0.25108052051397645	0.09890388235884247	0.005569563033770952
mousebrain-zeisel2018__HBSER1	0.21630475007903543	0.08653228843919342	0.006220443922838925
mousebrain-zeisel2018__SCINH1	0.27940762158555427	0.11267638149753287	0.006579665688051877
mousebrain-zeisel2018__MEGLU10	0.2004033652265483	0.08240671389621829	0.007516359891121121
mousebrain-zeisel2018__HBGLU1	0.21182669881861027	0.08750409242190003	0.007750117255353809
mousebrain-zeisel2018__HBINH9	0.22510616902540848	0.09402112945124334	0.008334494728915398
mousebrain-zeisel2018__CBINH2	0.26380636095428395	0.11249987233229874	0.009521613001894663
mousebrain-zeisel2018__CBNBL1	0.24390634979458603	0.10482899928060227	0.009997332695484735
mousebrain-zeisel2018__DGNBL2	0.17989113106291016	0.07785387578056178	0.01043380747518211
mousebrain-zeisel2018__TECHO	0.21576122869130387	0.09396548965125516	0.010840074753877289
mousebrain-zeisel2018__HBSER3	0.20642895244160686	0.09027686460789822	0.011116203565444413
mousebrain-zeisel2018__HBCHO1	0.22810610937914477	0.10263995681731615	0.013136181309575001
mousebrain-zeisel2018__MBCHO1	0.19537497840588416	0.08839384092257459	0.013550758973459368
mousebrain-zeisel2018__TEINH21	0.18845560774346717	0.08566155845185908	0.013911282301722675
mousebrain-zeisel2018__DETPH	0.24077346869869398	0.1105897024243328	0.014741731060245369
mousebrain-zeisel2018__MFOL2	0.13525175904160527	0.06380405946707683	0.017020038919089694
mousebrain-zeisel2018__HYPEP6	0.213331686378718	0.1016629828777528	0.017942690926212937
mousebrain-zeisel2018__NFOL2	0.14859242177548573	0.07139446397502873	0.018712596090958395
mousebrain-zeisel2018__HBSER5	0.1733836952800667	0.08423553629626063	0.019788680437637363
mousebrain-zeisel2018__SCINH10	0.23609097072535123	0.11667378186851736	0.021519329298280262
mousebrain-zeisel2018__DGGRC2	0.1458039536662337	0.07299370979080771	0.02289556194889782
mousebrain-zeisel2018__OBINH5	0.21350967822653094	0.10758319244072855	0.023603925990355695
mousebrain-zeisel2018__CBNBL2	0.21851523574733145	0.11143253595975874	0.02495120513221827
mousebrain-zeisel2018__MEINH1	0.21850026756640187	0.11156330513748947	0.025093460674329274
mousebrain-zeisel2018__SCINH7	0.2119142928734813	0.10821008460523016	0.025103530094221494
mousebrain-zeisel2018__OBINH4	0.18772927700329284	0.0960698340764225	0.025354838794253293
mousebrain-zeisel2018__SCINH8	0.19188513259132844	0.10055477714880469	0.028188432788563332
mousebrain-zeisel2018__OBNBL1	0.16733022188561322	0.08910162099187503	0.030202685911914502
mousebrain-zeisel2018__SCGLU2	0.21316929586506192	0.1145418944831373	0.03137805449059407
mousebrain-zeisel2018__MEGLU3	0.1803556952812272	0.09986544289210325	0.03547061238446073
mousebrain-zeisel2018__MEINH7	0.1810964761252372	0.10056311097006852	0.03587575445260307
mousebrain-zeisel2018__MBDOP2	0.17358148482328306	0.09738875707371067	0.0373560824670524
mousebrain-zeisel2018__DECHO2	0.16240533183535297	0.09247607568182839	0.03953881763832989
mousebrain-zeisel2018__SCINH6	0.16162638660719997	0.09233342945020612	0.04002974234633676
mousebrain-zeisel2018__HYPEP3	0.17216797898489283	0.10010672623343848	0.04274111450241841
mousebrain-zeisel2018__MEINH13	0.16106326955572975	0.09421247398724501	0.04368303257283357
mousebrain-zeisel2018__HBGLU4	0.17327691795428715	0.1030493586473622	0.046344299339436346
mousebrain-zeisel2018__DECHO1	0.13407375614640185	0.07977535366287919	0.046427140012774634
mousebrain-zeisel2018__SCGLU4	0.1427563034445562	0.0921303275290306	0.06064129703329641
mousebrain-zeisel2018__HBGLU10	0.1497742840490736	0.09899884998876923	0.06516487840442597
mousebrain-zeisel2018__MFOL1	0.08953365342440615	0.06090823498729518	0.07079502306259286
mousebrain-zeisel2018__SCGLU3	0.14567401893966536	0.10493089586521955	0.08253582707096335
mousebrain-zeisel2018__ENT8	0.10885005372872651	0.08012053429735733	0.08715069411876135
mousebrain-zeisel2018__MEINH5	0.12512376425012986	0.09213053353903962	0.0872243951979337
mousebrain-zeisel2018__HBNOR	0.13146767675443086	0.10078405287026859	0.0960506534822097
mousebrain-zeisel2018__MSN6	0.12470688200287944	0.09875079830756313	0.10333279019286629
mousebrain-zeisel2018__SEPNBL	0.15246019426452317	0.12184508247818215	0.10542950150632781
mousebrain-zeisel2018__PSNF3	0.1005723983226092	0.08492461302784299	0.1181658343016117
mousebrain-zeisel2018__HBINH3	0.11208144121096882	0.09625323650832539	0.12213183424840109
mousebrain-zeisel2018__ENT5	0.08564860444929222	0.07426767989813647	0.12441510899707635
mousebrain-zeisel2018__PSNF1	0.08985996976644338	0.08262510653488493	0.13840323661134968
mousebrain-zeisel2018__NFOL1	0.06958400873806651	0.0640672754602037	0.1387245942498407
mousebrain-zeisel2018__CBGRC	0.10338541500934036	0.09970622218550908	0.14989985511519968
mousebrain-zeisel2018__OBNBL4	0.11786239469768282	0.11381828572177667	0.15021912365375253
mousebrain-zeisel2018__MOL1	0.07005292499431082	0.07041909383955876	0.15992509023442691
mousebrain-zeisel2018__CBPC	0.09334077451368573	0.09748543305770367	0.16916945886505858
mousebrain-zeisel2018__COP2	0.0685987637244674	0.07386645149140773	0.17653361248868077
mousebrain-zeisel2018__SCINH9	0.09942554947592781	0.1078485722285579	0.17829820694675758
mousebrain-zeisel2018__HBADR	0.08232389605896036	0.09278006717441092	0.18746569497533644
mousebrain-zeisel2018__PSNP1	0.05492203605207913	0.06802350695275068	0.20972530508025705
mousebrain-zeisel2018__HYPEP5	0.07624705507241337	0.09857211165629658	0.21961502833433538
mousebrain-zeisel2018__DEINH4	0.06915734783793928	0.10117429073321853	0.24713623644862648
mousebrain-zeisel2018__MOL2	0.04401265151927404	0.06686076551010577	0.2551865498029244
mousebrain-zeisel2018__OBNBL5	0.059169217758746	0.09778072165539475	0.27255389725332485
mousebrain-zeisel2018__SCGLU8	0.062194388441860274	0.1213969791480348	0.3042166313302453
mousebrain-zeisel2018__PSNP6	0.029003677456876046	0.06883117139396205	0.33674408313009135
mousebrain-zeisel2018__MEINH12	0.04403948193316818	0.11370457955566195	0.34926439524866515
mousebrain-zeisel2018__MEINH8	0.040730402054366	0.10864226459739403	0.35386875103338694
mousebrain-zeisel2018__HYPEP1	0.0332307734303226	0.09332979652122941	0.3609013611062182
mousebrain-zeisel2018__PSNP3	0.023282040754936235	0.06752638366568776	0.36513076342626033
mousebrain-zeisel2018__MOL3	0.01852252474075269	0.06471322446460588	0.3873550622549141
mousebrain-zeisel2018__SCINH4	0.031109954746386538	0.11566316058748603	0.3939781954152454
mousebrain-zeisel2018__OBDOP1	0.021832284363088147	0.09629768891506597	0.4103236683375938
mousebrain-zeisel2018__SCGLU5	0.018230222207974267	0.08984221848466466	0.41960265284014153
mousebrain-zeisel2018__SCGLU10	0.021769762556341655	0.1129221324275129	0.4235647941333358
mousebrain-zeisel2018__MBDOP1	0.015256863975542854	0.10742319327234202	0.4435308099250318
mousebrain-zeisel2018__SCGLU9	0.01365518561636785	0.10270305747272988	0.44711425558977336
mousebrain-zeisel2018__HYPEP4	0.008659632313345418	0.11269317715531132	0.4693749295904592
mousebrain-zeisel2018__HYPEP8	0.008077862846598654	0.11061896843901126	0.47089393266632923
mousebrain-zeisel2018__SCGLU6	-0.001738560737753773	0.09779479415076289	0.5070917559834353
mousebrain-zeisel2018__DEINH7	-0.003955663507051583	0.11723613185443894	0.5134579213745085
mousebrain-zeisel2018__CR	-0.016263330858140215	0.10164121918928994	0.5635611926240104
mousebrain-zeisel2018__SCGLU1	-0.03015036119105099	0.12400184041581437	0.5960515262396336
mousebrain-zeisel2018__PSNP5	-0.026116989390347997	0.07416736101832265	0.6376292466102982
mousebrain-zeisel2018__PSNF2	-0.03209969130255905	0.08332003617886535	0.6499739333075221
mousebrain-zeisel2018__SCGLU7	-0.04755249604206549	0.1191656651838159	0.6550671220221502
mousebrain-zeisel2018__PSPEP4	-0.03473833694217762	0.07689621575335397	0.6742742619164994
mousebrain-zeisel2018__COP1	-0.033759986271395696	0.06873349898945581	0.6883439417406129
mousebrain-zeisel2018__DEINH6	-0.06284754779887004	0.12467626651094388	0.6928956380873291
mousebrain-zeisel2018__PSPEP1	-0.04249409650336418	0.08244757062412932	0.6968619008784867
mousebrain-zeisel2018__HYPEP7	-0.06539697331272244	0.1256033640104733	0.6986950812461843
mousebrain-zeisel2018__PSNP2	-0.04194365670077687	0.07745738721741549	0.7059164565743735
mousebrain-zeisel2018__HBINH1	-0.06544056355899147	0.11464212718197933	0.7159363266495802
mousebrain-zeisel2018__PSPEP2	-0.051139678164353726	0.07478914856337493	0.7529389482505937
mousebrain-zeisel2018__PSNP4	-0.06300381293750604	0.0831200374719787	0.7757640769720485
mousebrain-zeisel2018__ENT1	-0.08085548526293128	0.1019571331722718	0.7861144984314745
mousebrain-zeisel2018__PSPEP3	-0.06233619265539908	0.07680093570834465	0.7914997146028666
mousebrain-zeisel2018__ENT7	-0.07382202089652395	0.09044105990988367	0.7928131077445615
mousebrain-zeisel2018__SYNOR3	-0.06037561866796061	0.0691647697847896	0.8086405972127386
mousebrain-zeisel2018__ENT4	-0.06263310558773925	0.0700226730846393	0.8144570065843459
mousebrain-zeisel2018__HYPEP2	-0.1048183314879128	0.11226712149236015	0.824750251534725
mousebrain-zeisel2018__ENTG1	-0.05882411031782616	0.06242742643827486	0.8269674273828511
mousebrain-zeisel2018__DEINH8	-0.1162317825540749	0.12041394262531349	0.8327867203329573
mousebrain-zeisel2018__ENT2	-0.07269933553799107	0.07403722192982005	0.836924476189032
mousebrain-zeisel2018__ENT3	-0.07106637109212112	0.07158651626829662	0.8395718720729948
mousebrain-zeisel2018__OPC	-0.07142775166878354	0.06829286150735313	0.8521884625794919
mousebrain-zeisel2018__SYNOR1	-0.09101058266051741	0.08066566660849722	0.8703822376797783
mousebrain-zeisel2018__SYNOR4	-0.08813237871457576	0.07465604572907795	0.8810919910925573
mousebrain-zeisel2018__ENT6	-0.09554398090773736	0.07815835737377716	0.8892195512052236
mousebrain-zeisel2018__SYNOR2	-0.10805555264569425	0.08251114664350462	0.9048218215886974
mousebrain-zeisel2018__SCHW	-0.13540022975218668	0.09161544101725948	0.9302743826451504
mousebrain-zeisel2018__ACOB	-0.10170120227678311	0.06855096940704977	0.9310295613441988
mousebrain-zeisel2018__PSPEP6	-0.14470293984313526	0.0924530014160409	0.9412153062172262
mousebrain-zeisel2018__RGDG	-0.1385427295515562	0.08774807916417504	0.9428059796865154
mousebrain-zeisel2018__SYCHO2	-0.14447747398646754	0.08307694819128605	0.958978990843294
mousebrain-zeisel2018__RGSZ	-0.1571946428046686	0.08230600767379764	0.9719157843759295
mousebrain-zeisel2018__ACNT2	-0.1360931205342685	0.06931860604574548	0.9751846519621091
mousebrain-zeisel2018__PSPEP8	-0.18236908042152064	0.09281051546388287	0.9752810550560005
mousebrain-zeisel2018__SATG1	-0.17125995377804276	0.08595549185422283	0.9768284116508876
mousebrain-zeisel2018__PSPEP7	-0.18294441275941462	0.09023458633460248	0.9786816461667062
mousebrain-zeisel2018__PSPEP5	-0.1955011787179523	0.09424489931212685	0.9809698376629777
mousebrain-zeisel2018__SCINH11	-0.22054480729707107	0.10607490058458555	0.9811890383198977
mousebrain-zeisel2018__ACBG	-0.1643908932462701	0.07855619355298014	0.9818012266787501
mousebrain-zeisel2018__MEINH14	-0.2747170833677487	0.1310993466565755	0.981927470690173
mousebrain-zeisel2018__EPEN	-0.11835816786062278	0.054950804807767165	0.9843674615656579
mousebrain-zeisel2018__SYNOR5	-0.19641615828900455	0.08961045824568317	0.985798258399646
mousebrain-zeisel2018__ACTE1	-0.16319802358221192	0.0716141118789649	0.9886548115235746
mousebrain-zeisel2018__ACNT1	-0.16861486888193375	0.07240953613246616	0.9900537272458271
mousebrain-zeisel2018__ACMB	-0.16817506838409618	0.06686739617023225	0.9940438843887505
mousebrain-zeisel2018__CHOR	-0.15882470499104842	0.062127719805696445	0.9947071888302016
mousebrain-zeisel2018__EPSC	-0.16538814770998872	0.06424205979075034	0.9949751146369595
mousebrain-zeisel2018__ACTE2	-0.1813752135270553	0.07044310074284163	0.9949798074850084
mousebrain-zeisel2018__SYCHO1	-0.25638942810218224	0.09756494737940957	0.9956995645613532
mousebrain-zeisel2018__HYPEN	-0.20135086610347622	0.07518404823619507	0.9962938146632341
mousebrain-zeisel2018__ENTG5	-0.19552074865069552	0.062073942795289	0.9991814297770638
mousebrain-zeisel2018__ENMFB	-0.25168057366047614	0.07768793670372379	0.9994002295538408
mousebrain-zeisel2018__VECV	-0.20463994970512886	0.06130676147417622	0.999576962424923
mousebrain-zeisel2018__ABC	-0.23874883320994938	0.07031011538334411	0.999656751882666
mousebrain-zeisel2018__OEC	-0.24351484447801192	0.07070689655579386	0.9997126011618086
mousebrain-zeisel2018__MGL1	-0.25278373807503235	0.0723564662334803	0.9997609976617564
mousebrain-zeisel2018__SATG2	-0.23012385159822416	0.06566929350170973	0.9997703867011984
mousebrain-zeisel2018__ENTG6	-0.2319222878650409	0.06333478428244824	0.9998743502167374
mousebrain-zeisel2018__MGL2	-0.2605490804357281	0.07054362467864198	0.9998889734590318
mousebrain-zeisel2018__EPMB	-0.31526032299130824	0.08485525149894826	0.9998981237704165
mousebrain-zeisel2018__ENTG4	-0.22450274774193277	0.05982328933888159	0.9999122094246062
mousebrain-zeisel2018__PER3	-0.3357658834446366	0.08189643496816898	0.9999792187713181
mousebrain-zeisel2018__PER1	-0.24196987397799366	0.05888508945596075	0.9999800374837815
mousebrain-zeisel2018__MGL3	-0.28740993674145804	0.06932668918565947	0.9999829666624357
mousebrain-zeisel2018__ENTG7	-0.2597035280304261	0.06133937097351467	0.9999884441123226
mousebrain-zeisel2018__ENTG3	-0.27587739998503813	0.06110084712506984	0.9999968107986346
mousebrain-zeisel2018__ENTG2	-0.27856654743297504	0.06113438206592355	0.999997379564396
mousebrain-zeisel2018__PVM1	-0.3260651732562491	0.07056022579033557	0.9999980748089421
mousebrain-zeisel2018__PER2	-0.28598288139925154	0.060960592731986965	0.9999986299854166
mousebrain-zeisel2018__VECC	-0.3078054598181694	0.064389754032542	0.999999116397642
mousebrain-zeisel2018__PVM2	-0.36939328621890155	0.07283248635545074	0.9999998005383719
mousebrain-zeisel2018__VLMC2	-0.3484462418799124	0.06781155976552904	0.9999998596822121
mousebrain-zeisel2018__VSMCA	-0.39043619481667924	0.0737559203264347	0.9999999391627232
mousebrain-zeisel2018__VLMC1	-0.4228900164711715	0.07517588468041536	0.9999999905707099
mousebrain-zeisel2018__VECA	-0.452661027166443	0.06834756394182946	0.9999999999817685
