Name	Coefficient	Coefficient_std_error	Coefficient_P_value
mousebrain-zeisel2018__TEGLU6	0.06730489659284229	0.05495913979580796	0.11036635276598417
mousebrain-zeisel2018__HBINH3	0.08427132694857173	0.06888535006325104	0.11060756960505955
mousebrain-zeisel2018__HBNOR	0.086794016323994	0.07212423071371561	0.11442141901333598
mousebrain-zeisel2018__TEINH18	0.06298098540221041	0.0527033340225096	0.11605148249238809
mousebrain-zeisel2018__PSNP1	0.05789506143685672	0.0486685719179229	0.117115944304895
mousebrain-zeisel2018__HBINH8	0.08723874413473397	0.07586599901284015	0.12510089176825887
mousebrain-zeisel2018__HBGLU5	0.06404237153474025	0.05585239062848038	0.1257755211327185
mousebrain-zeisel2018__TEGLU17	0.0550183590124407	0.04872445636102429	0.12942174139372636
mousebrain-zeisel2018__DEINH5	0.07606194256095986	0.06829267761516317	0.13269945052826798
mousebrain-zeisel2018__NFOL2	0.05486827890985735	0.051054719401143214	0.1412645217269272
mousebrain-zeisel2018__MEGLU8	0.06585496596052466	0.06202762249276159	0.14419396335178164
mousebrain-zeisel2018__TEINH19	0.05383885362673344	0.05164635085749967	0.14860976790537533
mousebrain-zeisel2018__TEGLU18	0.051333386988190344	0.050021153969433074	0.15239935852386224
mousebrain-zeisel2018__HYPEP4	0.08164281661445233	0.08063813817969466	0.1556677896746728
mousebrain-zeisel2018__MEINH7	0.0724737861775336	0.07196699622808611	0.15696574880649267
mousebrain-zeisel2018__HBGLU10	0.07089245241154153	0.07085370511223281	0.15853135856160558
mousebrain-zeisel2018__PSNF1	0.058466263243283204	0.05912795226043386	0.16138654519173973
mousebrain-zeisel2018__MEINH10	0.05171909305837236	0.052475618685394604	0.16217708691128235
mousebrain-zeisel2018__PSPEP4	0.05402850916955776	0.05502706335547403	0.1630942736310721
mousebrain-zeisel2018__TEINH10	0.05240571265009247	0.05498259925468378	0.17026940985235178
mousebrain-zeisel2018__HBINH7	0.05728707087228634	0.06825000540222026	0.20063755072436773
mousebrain-zeisel2018__MBCHO1	0.05270770039489369	0.06326833592987534	0.2024061911599241
mousebrain-zeisel2018__TEGLU24	0.03728248810416968	0.046550836303124586	0.21160184377767383
mousebrain-zeisel2018__ENT6	0.043805792191707923	0.0559354417322988	0.21677620329737324
mousebrain-zeisel2018__COP2	0.04128307372878805	0.05281545504805381	0.21721726775356553
mousebrain-zeisel2018__ENT2	0.040966255636261655	0.052953755792069304	0.21958315523026345
mousebrain-zeisel2018__MEINH5	0.050984720823067604	0.06593728242402265	0.21969931246578273
mousebrain-zeisel2018__COP1	0.03685887952255035	0.04913696130267525	0.2265957297176946
mousebrain-zeisel2018__TEINH6	0.05547419128007148	0.07420261824153197	0.22735555085057646
mousebrain-zeisel2018__DEINH4	0.05398747415473927	0.0723953352798036	0.22792092286531912
mousebrain-zeisel2018__MSN1	0.03117813295742104	0.04643296686048858	0.2509674086820798
mousebrain-zeisel2018__TEGLU14	0.03857722133410372	0.06283638574745308	0.2696352185789217
mousebrain-zeisel2018__MEINH12	0.04946783613439618	0.0812222294850129	0.27125274159939394
mousebrain-zeisel2018__CBINH2	0.04849642994647871	0.08053000522248052	0.27352003148764537
mousebrain-zeisel2018__TEGLU7	0.027452799908262198	0.04568349990831653	0.27394646503952624
mousebrain-zeisel2018__OBINH5	0.045415195817347515	0.07700518675325663	0.2776777155049581
mousebrain-zeisel2018__SCGLU10	0.04677819690292529	0.08081540442403706	0.2813572296410412
mousebrain-zeisel2018__ACOB	0.02814261030755185	0.04900390657084267	0.2828891834716371
mousebrain-zeisel2018__PSPEP1	0.033764831088508196	0.05900183589683111	0.283574853744205
mousebrain-zeisel2018__OBINH1	0.03953203995472689	0.06981708964573946	0.28562551318314666
mousebrain-zeisel2018__MEINH6	0.03875692935581659	0.07079587122772354	0.2920403533348451
mousebrain-zeisel2018__ACTE2	0.02592623716295025	0.050387390602146746	0.3034418230020547
mousebrain-zeisel2018__TEINH20	0.03015940038077905	0.060220925529649666	0.30825531777492476
mousebrain-zeisel2018__MEINH14	0.04551546782120728	0.09384106571421494	0.31383221488037644
mousebrain-zeisel2018__TEGLU20	0.028922751664591826	0.06094326092111677	0.31754502682767516
mousebrain-zeisel2018__HBINH1	0.03667489556155885	0.08204936280063257	0.3274460322895241
mousebrain-zeisel2018__ACNT2	0.02023241552046566	0.049587106529570185	0.3416333807190072
mousebrain-zeisel2018__ACTE1	0.020655633298543488	0.05123032277832625	0.34340664583897773
mousebrain-zeisel2018__CBNBL2	0.03131360107967817	0.07975706928627638	0.34730585262824376
mousebrain-zeisel2018__HYPEP7	0.03404279986449142	0.08989416051922695	0.3524586043560196
mousebrain-zeisel2018__TEGLU1	0.019218119547323234	0.058846285217432015	0.37199451485001545
mousebrain-zeisel2018__ENT3	0.016650377108234915	0.05121083431722656	0.37254223336088255
mousebrain-zeisel2018__ACNT1	0.016313483006962778	0.05179238523392622	0.3763913027347552
mousebrain-zeisel2018__SYNOR5	0.019447888998313075	0.06414163696075038	0.38087005179744615
mousebrain-zeisel2018__OBDOP1	0.020181387902692468	0.06891835580929866	0.38482801160658625
mousebrain-zeisel2018__DECHO2	0.01930943397671746	0.06618433353850475	0.38524009314217705
mousebrain-zeisel2018__OBINH4	0.019319671432983757	0.06876509324026221	0.3893757293287343
mousebrain-zeisel2018__MEGLU7	0.016506015730977593	0.06304239708932463	0.39673041777384677
mousebrain-zeisel2018__SZNBL	0.011631192167990785	0.048880624733979354	0.4059612505382191
mousebrain-zeisel2018__ENT4	0.011006348116572105	0.050112182957629425	0.4130795897017146
mousebrain-zeisel2018__HYPEP5	0.015348684399128412	0.07054615375141059	0.41388385294856095
mousebrain-zeisel2018__HYPEP8	0.016587609802356826	0.07916762842847747	0.41702062897512215
mousebrain-zeisel2018__TEINH17	0.010977558010533534	0.055860264408308935	0.42210368315221175
mousebrain-zeisel2018__TEINH9	0.011333812426176043	0.062482621822653406	0.4280314452148796
mousebrain-zeisel2018__MSN4	0.009020398995063364	0.050427155111030235	0.42901730177906555
mousebrain-zeisel2018__SCGLU8	0.01516987271010474	0.0868840221105337	0.43069855041043803
mousebrain-zeisel2018__SCGLU1	0.015458403612044353	0.08874637092052376	0.4308607412363814
mousebrain-zeisel2018__TEGLU19	0.010231854353950232	0.06233942073141794	0.43481501462863414
mousebrain-zeisel2018__TEINH14	0.00955617760801982	0.06048412161209136	0.43723154818237214
mousebrain-zeisel2018__ABC	0.007596786285729035	0.05030915208597504	0.4399880960333916
mousebrain-zeisel2018__DEINH6	0.01234736276660087	0.08922539329554668	0.44496945474785776
mousebrain-zeisel2018__MSN2	0.00640962099054144	0.04797233771386585	0.44685611569894385
mousebrain-zeisel2018__TEINH16	0.0066368214066770985	0.05301489913499971	0.45018828912989994
mousebrain-zeisel2018__ENT5	0.0039099050457761025	0.05311896461470573	0.470662230069534
mousebrain-zeisel2018__TEGLU12	0.003928985988011068	0.05340092490330952	0.47067469594125644
mousebrain-zeisel2018__MEINH9	0.0034282409401689275	0.058548209329833116	0.4766540190114544
mousebrain-zeisel2018__DEINH8	-0.00583470984753926	0.0861826787975285	0.5269879641807662
mousebrain-zeisel2018__DEINH7	-0.006156222976469759	0.08390304465854338	0.5292448631022213
mousebrain-zeisel2018__SCINH8	-0.006625487592037594	0.07196663077281967	0.5366754986348855
mousebrain-zeisel2018__SCINH5	-0.008686812904565279	0.07175865108477106	0.5481758038915645
mousebrain-zeisel2018__MSN3	-0.0070422031215046765	0.0520499925704779	0.553810491579591
mousebrain-zeisel2018__TEINH15	-0.008434859753279105	0.05167939868647871	0.5648243294288762
mousebrain-zeisel2018__OBNBL4	-0.013975777584930911	0.08142493985791549	0.5681385209947855
mousebrain-zeisel2018__SCINH2	-0.013800029187150478	0.0792700897693937	0.5691009128715817
mousebrain-zeisel2018__CBINH1	-0.01222493791689798	0.062472440756496064	0.5775703736701479
mousebrain-zeisel2018__ENT1	-0.014967201775535994	0.07296969115966695	0.581257540182591
mousebrain-zeisel2018__OBNBL1	-0.013955249237212178	0.06377445881683828	0.5866040645625403
mousebrain-zeisel2018__TEINH4	-0.01499763995197626	0.06482053368833413	0.5914853516434655
mousebrain-zeisel2018__CBNBL1	-0.022808102693662145	0.07495177998648074	0.6195495349942534
mousebrain-zeisel2018__OBINH2	-0.016718334966755517	0.05468430118777642	0.620090615051351
mousebrain-zeisel2018__ACMB	-0.01728700888132254	0.04785929760924781	0.6410241841813928
mousebrain-zeisel2018__CBGRC	-0.027218757545761446	0.07133507049877451	0.6486040798735284
mousebrain-zeisel2018__ENT7	-0.024852670437747852	0.06464465407444928	0.649674882027159
mousebrain-zeisel2018__TEGLU22	-0.02146849941172659	0.0492485068847722	0.66855001594445
mousebrain-zeisel2018__SCINH10	-0.039322942386376854	0.08343029141746465	0.681292788411633
mousebrain-zeisel2018__TEINH7	-0.0348627077971685	0.0731281581608801	0.6832207526832621
mousebrain-zeisel2018__TEINH5	-0.03265570272057324	0.06384797384468571	0.6954816883514985
mousebrain-zeisel2018__OBINH3	-0.03260531839670577	0.06266692741275189	0.6985671800175186
mousebrain-zeisel2018__SCINH7	-0.043511310630986004	0.07731832737918087	0.7131949184259474
mousebrain-zeisel2018__DGNBL2	-0.03149685946985556	0.0557266945265115	0.7140275395293836
mousebrain-zeisel2018__PVM1	-0.02870076439267045	0.05049764404269151	0.7150997880377423
mousebrain-zeisel2018__OBDOP2	-0.038587478156890884	0.06780844710399417	0.7153398755903437
mousebrain-zeisel2018__SCGLU2	-0.04708380339413516	0.08198385930911012	0.7171150685763771
mousebrain-zeisel2018__ACBG	-0.03319573001814195	0.05622835958245727	0.722525217999725
mousebrain-zeisel2018__RGDG	-0.03889405195584382	0.06273470291365639	0.7323585277157063
mousebrain-zeisel2018__TEGLU3	-0.03202706052752518	0.04919297499795882	0.7424875385052064
mousebrain-zeisel2018__TEINH2	-0.03648118323239598	0.054611014005262984	0.7479338542462779
mousebrain-zeisel2018__SEPNBL	-0.06062956238072458	0.08720670084715147	0.7565418576825232
mousebrain-zeisel2018__CBPC	-0.049930916886779725	0.06977074326753523	0.7628881794288842
mousebrain-zeisel2018__OBNBL3	-0.04496275210892899	0.05856610584582252	0.7786688742765606
mousebrain-zeisel2018__MGL1	-0.03971797362758126	0.051732341110071585	0.7786785448357012
mousebrain-zeisel2018__MEINH1	-0.0630319604610095	0.07985449672578437	0.7850354355119336
mousebrain-zeisel2018__OPC	-0.0407221580060601	0.04879997207201908	0.7979852577035491
mousebrain-zeisel2018__OBNBL5	-0.06397597797688605	0.06997251293880907	0.8197131527020369
mousebrain-zeisel2018__PVM2	-0.04821964436383641	0.052132140350356515	0.8224964092995718
mousebrain-zeisel2018__HYPEP2	-0.07573561869722611	0.08034836385230165	0.8270469504390028
mousebrain-zeisel2018__SCGLU4	-0.06481072201614832	0.06593844001086976	0.837162789937453
mousebrain-zeisel2018__SCINH6	-0.06556220188870054	0.06608389699804033	0.8394186613163357
mousebrain-zeisel2018__ENTG5	-0.04439331625979103	0.044428505961876016	0.8411446345378425
mousebrain-zeisel2018__MEGLU4	-0.06489919946553267	0.06322954191605425	0.8476413352489974
mousebrain-zeisel2018__SCINH1	-0.08870820997972464	0.08049858401566096	0.8647566489578806
mousebrain-zeisel2018__MSN5	-0.06599482348783467	0.05970483407540727	0.8654871091284513
mousebrain-zeisel2018__SATG2	-0.053201371507641315	0.046989703070816395	0.8712137519039793
mousebrain-zeisel2018__SATG1	-0.0701797456588204	0.06148549852246215	0.8731394404628603
mousebrain-zeisel2018__RGSZ	-0.0680171567863635	0.05886281169785529	0.8760516569235205
mousebrain-zeisel2018__MGL2	-0.06351299658824563	0.05043830350133947	0.8960146425788146
mousebrain-zeisel2018__VSMCA	-0.06768212440081355	0.05279817790105648	0.9000512982343362
mousebrain-zeisel2018__DGGRC1	-0.07104299917349215	0.05480251922655559	0.9025613888577988
mousebrain-zeisel2018__SCGLU9	-0.096201538206921	0.07349936545151449	0.904701353931723
mousebrain-zeisel2018__OBNBL2	-0.08770513654005581	0.06611597178362999	0.9076581875037353
mousebrain-zeisel2018__DGNBL1	-0.08845694562374706	0.06610613786747813	0.9095583263922278
mousebrain-zeisel2018__CHOR	-0.06174558115557529	0.04445694470017521	0.9175554070281573
mousebrain-zeisel2018__ENTG6	-0.06309241400955272	0.04532310997134279	0.9180369038122883
mousebrain-zeisel2018__VECA	-0.07093637252118065	0.048967918118633165	0.926268595656123
mousebrain-zeisel2018__SCINH9	-0.1131727711934298	0.07717968667219255	0.928713213911004
mousebrain-zeisel2018__MGL3	-0.07277718301347642	0.049560847153819185	0.9289968678374442
mousebrain-zeisel2018__ENMFB	-0.08210268253146685	0.05558319886221196	0.9301664484652928
mousebrain-zeisel2018__TEINH8	-0.11633900418325786	0.07765371905790752	0.9329454025636912
mousebrain-zeisel2018__VLMC1	-0.08239196888471867	0.053856467965108894	0.9369613015614187
mousebrain-zeisel2018__EPMB	-0.10014145846219343	0.0606833723197095	0.950541054403772
mousebrain-zeisel2018__MEINH11	-0.13406366290612154	0.08095096584602601	0.9511392988119964
mousebrain-zeisel2018__PER3	-0.09864339863004984	0.058596575610702376	0.9538435117115414
mousebrain-zeisel2018__SCGLU3	-0.12832500402088173	0.07509420738836482	0.9562502033116123
mousebrain-zeisel2018__DETPH	-0.14683802711645352	0.07915247314007778	0.9682008813274469
mousebrain-zeisel2018__VECV	-0.083485112846782	0.043865559993647885	0.9714830943483931
mousebrain-zeisel2018__SCGLU7	-0.16466422895193034	0.08489595629108009	0.9737761256388764
mousebrain-zeisel2018__OEC	-0.0985109463390888	0.050579870830536056	0.9742607711816342
mousebrain-zeisel2018__SCINH4	-0.16344063736589345	0.08274188656516224	0.9758738286790659
mousebrain-zeisel2018__SCGLU6	-0.1394890272861869	0.06995692917054863	0.9769105981305257
mousebrain-zeisel2018__PER1	-0.08555756685852847	0.04213807225163425	0.9788334077366256
mousebrain-zeisel2018__SCGLU5	-0.13350715406364838	0.0642873616812444	0.981077682240056
mousebrain-zeisel2018__DGGRC2	-0.11133906121872843	0.05223535405722568	0.9834671159403247
mousebrain-zeisel2018__SCHW	-0.14094522586487637	0.06556200026890067	0.9842062139984761
mousebrain-zeisel2018__ENTG4	-0.0940611121223496	0.042825099201911535	0.9859604613060239
mousebrain-zeisel2018__VLMC2	-0.10968651718039107	0.048552738697065896	0.9880546411875061
mousebrain-zeisel2018__CR	-0.17098255480232133	0.07261954315351749	0.9907194582656663
mousebrain-zeisel2018__ENTG1	-0.11425474367128824	0.044657722002048615	0.9947380083670082
mousebrain-zeisel2018__ENTG2	-0.1193052802831841	0.04376959430729602	0.9967884183232554
mousebrain-zeisel2018__EPEN	-0.10749262381626797	0.03930483258755978	0.9968757052503413
mousebrain-zeisel2018__ENTG3	-0.11992229878804145	0.04374371261167182	0.9969380318870994
mousebrain-zeisel2018__ENTG7	-0.12467617980666085	0.043888835349282986	0.9977463028516619
mousebrain-zeisel2018__PER2	-0.12475379234200946	0.0436211755520351	0.9978783296284733
mousebrain-zeisel2018__MSN6	-0.20889114814627693	0.07065652708091405	0.9984413708884758
mousebrain-zeisel2018__EPSC	-0.13659052374389646	0.04594180671397127	0.9985236198229328
mousebrain-zeisel2018__SCINH11	-0.23483756735840658	0.07582308526971977	0.9990212611993861
mousebrain-zeisel2018__VECC	-0.15121607922448616	0.04606740076785599	0.9994843151668024
mousebrain-zeisel2018__HYPEN	-0.18226719046587914	0.05377256464776714	0.9996490820930356
