gwas,specificity_id,annotation,beta,beta_se,pvalue
SCZ_PGC3,mousebrain-zeisel2018,ABC,-0.2387488332099493,0.0703101153833441,0.999656751882666
SCZ_PGC3,mousebrain-zeisel2018,OEC,-0.2435148444780119,0.0707068965557938,0.9997126011618086
SCZ_PGC3,mousebrain-zeisel2018,MGL1,-0.2527837380750323,0.0723564662334803,0.9997609976617564
SCZ_PGC3,mousebrain-zeisel2018,SATG2,-0.2301238515982241,0.0656692935017097,0.9997703867011984
SCZ_PGC3,mousebrain-zeisel2018,ENTG6,-0.2319222878650409,0.0633347842824482,0.9998743502167374
SCZ_PGC3,mousebrain-zeisel2018,MGL2,-0.2605490804357281,0.0705436246786419,0.9998889734590318
SCZ_PGC3,mousebrain-zeisel2018,EPMB,-0.3152603229913082,0.0848552514989482,0.9998981237704164
SCZ_PGC3,mousebrain-zeisel2018,ENTG4,-0.2245027477419327,0.0598232893388815,0.9999122094246062
SCZ_PGC3,mousebrain-zeisel2018,PER3,-0.3357658834446366,0.0818964349681689,0.999979218771318
SCZ_PGC3,mousebrain-zeisel2018,PER1,-0.2419698739779936,0.0588850894559607,0.9999800374837816
SCZ_PGC3,mousebrain-zeisel2018,MGL3,-0.287409936741458,0.0693266891856594,0.9999829666624356
SCZ_PGC3,mousebrain-zeisel2018,ENTG7,-0.2597035280304261,0.0613393709735146,0.9999884441123226
SCZ_PGC3,mousebrain-zeisel2018,ENTG3,-0.2758773999850381,0.0611008471250698,0.9999968107986346
SCZ_PGC3,mousebrain-zeisel2018,ENTG2,-0.278566547432975,0.0611343820659235,0.999997379564396
SCZ_PGC3,mousebrain-zeisel2018,PVM1,-0.3260651732562491,0.0705602257903355,0.999998074808942
SCZ_PGC3,mousebrain-zeisel2018,PER2,-0.2859828813992515,0.0609605927319869,0.9999986299854166
SCZ_PGC3,mousebrain-zeisel2018,VECC,-0.3078054598181694,0.064389754032542,0.999999116397642
SCZ_PGC3,mousebrain-zeisel2018,PVM2,-0.3693932862189015,0.0728324863554507,0.999999800538372
SCZ_PGC3,mousebrain-zeisel2018,VLMC2,-0.3484462418799124,0.067811559765529,0.999999859682212
SCZ_PGC3,mousebrain-zeisel2018,VSMCA,-0.3904361948166792,0.0737559203264347,0.9999999391627232
SCZ_PGC3,mousebrain-zeisel2018,VLMC1,-0.4228900164711715,0.0751758846804153,0.99999999057071
SCZ_PGC3,mousebrain-zeisel2018,VECA,-0.452661027166443,0.0683475639418294,0.9999999999817684
